seed,frame,n_obs,ddpm_rmse,ddpm_mag_err,ddpm_ang_err_deg,vcnn_rmse,vcnn_mag_err,vcnn_ang_err_deg,stream_full_rmse,stream_full_mag_err,stream_full_ang_err_deg,divergentunet_rmse,divergentunet_mag_err,divergentunet_ang_err_deg,unconstrained_rmse,unconstrained_mag_err,unconstrained_ang_err_deg,linstream_rmse,linstream_mag_err,linstream_ang_err_deg
55,16354,132,0.11828117759814924,0.10744248330593109,27.105897903442383,0.04893523598965079,0.0382746122777462,20.0024356842041,0.11584404202018114,0.10676044970750809,21.266189575195312,0.10491162575069572,0.10199768841266632,23.23812484741211,0.075914765543911,0.06852686405181885,27.95469856262207,0.06376491696522912,0.054427921772003174,26.07573127746582
56,6904,145,0.060069924911914215,0.03883391246199608,41.872501373291016,0.04146911455048442,0.03028206340968609,30.995424270629883,0.05543499186713187,0.03126726672053337,43.02216720581055,0.0689444809480473,0.03997637704014778,59.18218231201172,0.07074180751962122,0.06397005170583725,33.779911041259766,0.06995870805094864,0.03978028893470764,55.4161262512207
57,2173,148,0.04612655673079445,0.02924978919327259,37.23828125,0.02880557888992124,0.013425602577626705,18.224584579467773,0.051821154379554875,0.033062756061553955,35.33598709106445,0.03885836350684658,0.022475168108940125,26.27840232849121,0.0889466658992559,0.09079397469758987,19.272735595703125,0.03424239977645222,0.027614634484052658,18.1295223236084
58,9256,93,0.15010339910113324,0.14391303062438965,54.00495529174805,0.06258520699992924,0.06049082800745964,20.28331184387207,0.09334194228212071,0.06647692620754242,27.018983840942383,0.1407378598119234,0.1489536613225937,46.75592041015625,0.06532256547423583,0.03381692245602608,26.884689331054688,0.2616721671843498,0.16208632290363312,88.6723403930664
59,13949,106,0.07408009894115915,0.06113976240158081,37.46610641479492,0.08140929560328634,0.04991971328854561,53.55495071411133,0.11680563508600796,0.04045793041586876,60.23503112792969,0.07015799365471875,0.06833026558160782,31.855010986328125,0.098737617663465,0.08168624341487885,49.049034118652344,0.11795569376517563,0.0591387078166008,50.287113189697266
60,4468,124,0.08868061655457933,0.08161059767007828,54.07004165649414,0.05996635400216474,0.04543517157435417,24.43675994873047,0.05566336805001725,0.04790707677602768,20.032556533813477,0.09069957711381652,0.09218969196081161,42.16726303100586,0.08094577511809735,0.06775448471307755,25.923019409179688,0.2076952428128657,0.0709558054804802,122.54598236083984
61,6998,134,0.05886343116085452,0.05500344559550285,23.554973602294922,0.026232388776333555,0.021146340295672417,18.9810848236084,0.05653004544229464,0.03364305943250656,48.143104553222656,0.04565828699908571,0.04238727688789368,20.959468841552734,0.08169863257506323,0.07561609894037247,31.613496780395508,0.035385789594859766,0.02138330601155758,28.819496154785156
62,9152,140,0.058889590706273094,0.04394469037652016,22.398395538330078,0.022445341320602302,0.015964172780513763,10.629664421081543,0.07150048161011191,0.04039900004863739,33.55320358276367,0.06511504453178356,0.04970096796751022,25.638154983520508,0.05806843872802243,0.045043375343084335,25.0487117767334,0.03645797952464496,0.03238649666309357,17.152442932128906
63,9165,139,0.03747899256378741,0.02626148983836174,33.927467346191406,0.028763184452022434,0.022829163819551468,21.40895652770996,0.05304838340633506,0.04347170144319534,32.889625549316406,0.037767435995526705,0.02596958540380001,27.395252227783203,0.06101457921144506,0.04294510930776596,47.31772994995117,0.054317286859701705,0.028801361098885536,44.57278823852539
64,9257,145,0.1130343304601969,0.08894525468349457,43.74765396118164,0.04995412784758673,0.04421566054224968,23.827505111694336,0.10368614251574783,0.06901828944683075,30.12894058227539,0.11255328493479334,0.10785263776779175,41.42650604248047,0.04873498293447553,0.039514463394880295,19.973331451416016,0.10562433282572732,0.0902092456817627,25.655010223388672
65,4469,144,0.12483089059063976,0.10780460387468338,34.51837158203125,0.037014934632007834,0.029702486470341682,12.19028091430664,0.06702865838711952,0.0654248371720314,16.863876342773438,0.11274489964545872,0.09768947213888168,29.98693084716797,0.048526820524664956,0.04657503962516785,13.77404499053955,0.0573095308196483,0.049482934176921844,14.605311393737793
66,16318,99,0.07339911349018309,0.08145836740732193,27.84130859375,0.04350729670005775,0.04251423850655556,22.34771156311035,0.05854076766574908,0.04957001656293869,29.957901000976562,0.06906951386446719,0.07201703637838364,29.311676025390625,0.07468182166209929,0.05814780667424202,28.591773986816406,0.06486194701914823,0.057405341416597366,35.500816345214844
67,13939,139,0.09179691889315145,0.06514456868171692,53.77736282348633,0.0583828822772491,0.04134150221943855,47.3025016784668,0.05584555981043767,0.03995492681860924,33.32527160644531,0.07864280008717893,0.060330960899591446,39.792816162109375,0.14278892639080987,0.06321320682764053,73.46749877929688,0.08621700105344894,0.051265865564346313,54.71712112426758
68,9217,138,0.06123629788827995,0.05199188366532326,30.291065216064453,0.044667121774013815,0.022709921002388,23.46761131286621,0.06265203630809908,0.030144942924380302,40.233299255371094,0.05335460670875572,0.04299071058630943,24.307971954345703,0.08683797859289615,0.09049883484840393,19.56311798095703,0.07064257187581122,0.04895377904176712,29.38665199279785
69,2153,138,0.10886411759538996,0.1117243841290474,23.76018714904785,0.04300728463374797,0.03806488215923309,13.409011840820312,0.05380632416825942,0.04835015907883644,22.749614715576172,0.11776460694480552,0.12205556780099869,37.20380783081055,0.06557062842734256,0.05849622189998627,21.920238494873047,0.043547919502338564,0.033175304532051086,28.464847564697266
70,11598,135,0.06144179129265532,0.030408155173063278,70.08348083496094,0.025852397507889986,0.01732308231294155,29.466445922851562,0.031584647950865914,0.017116166651248932,34.99208450317383,0.046028604641827786,0.02050209417939186,55.64921188354492,0.05112102792510542,0.04545238986611366,34.773048400878906,0.0573524019897147,0.04495998099446297,40.5222282409668
71,16335,124,0.12483574022214042,0.1015458032488823,45.973876953125,0.07209831611726847,0.05465035140514374,40.85573959350586,0.10677657345895106,0.07143545895814896,46.716209411621094,0.11362815288998546,0.09603357315063477,45.856903076171875,0.07787771522946638,0.05363158881664276,47.6005973815918,0.10325655756369236,0.07962793856859207,45.2580451965332
72,16336,141,0.0887381959764153,0.06788308173418045,33.31251907348633,0.04859350090796104,0.03553706407546997,29.7268123626709,0.11320806175393343,0.08352155238389969,44.94047927856445,0.07441324305710091,0.05532790347933769,34.96387481689453,0.10464735601503006,0.06679075211286545,49.71236801147461,0.09276367176817532,0.07289063185453415,34.59315490722656
73,13999,138,0.09063170487706367,0.03397754952311516,62.938411712646484,0.04068709382568766,0.023411592468619347,30.677385330200195,0.04183632627142472,0.027301263064146042,29.727649688720703,0.0970526446661161,0.04572053626179695,73.28233337402344,0.08551305183158599,0.08360733091831207,26.835567474365234,0.05407480064964234,0.03229536861181259,35.815460205078125
