seed,frame,n_obs,ddpm_rmse,ddpm_mag_err,ddpm_ang_err_deg,vcnn_rmse,vcnn_mag_err,vcnn_ang_err_deg,stream_rmse,stream_mag_err,stream_ang_err_deg,stream_full_rmse,stream_full_mag_err,stream_full_ang_err_deg
25,9247,144,0.041101731510773135,0.027983572334051132,32.56903839111328,0.028993784601362038,0.02402346208691597,15.756418228149414,0.06359866662420559,0.035651709884405136,59.18511962890625,0.040403000678935895,0.03168502822518349,30.109506607055664
26,16184,113,0.0886323508357338,0.05177244544029236,35.71699905395508,0.05655576812369737,0.048552993685007095,12.546072006225586,0.052639196299341676,0.03504042327404022,23.5004940032959,0.05678746634301393,0.03688593581318855,23.343908309936523
27,2068,131,0.12039627214097712,0.09665205329656601,74.98663330078125,0.0364449861891638,0.02254677563905716,16.87635612487793,0.08441585940827498,0.08091547340154648,42.328330993652344,0.07078607788840363,0.0701703354716301,32.003658294677734
28,11631,147,0.06881518456976353,0.053955014795064926,47.91630554199219,0.060303417811093385,0.054655589163303375,26.290597915649414,0.042236297754187635,0.029914189130067825,26.440675735473633,0.045139597067964984,0.036899179220199585,24.435827255249023
29,16306,128,0.16787703035652443,0.1367407590150833,33.36088943481445,0.04605951981762359,0.03533242642879486,14.615840911865234,0.08683215813698952,0.06552562117576599,23.52144432067871,0.0751527833546962,0.05571044608950615,21.061376571655273
30,2241,147,0.062078877921355635,0.046392932534217834,38.82544708251953,0.03309820618499537,0.02595626562833786,12.571969985961914,0.05210501158662177,0.04300035536289215,27.01972198486328,0.04244016893965603,0.03140117600560188,22.072240829467773
31,9321,126,0.05361677375621482,0.041306111961603165,32.170677185058594,0.034813456676518945,0.028717665001749992,15.786386489868164,0.047967052556877436,0.03265410661697388,35.11027908325195,0.040745524619402944,0.028710080310702324,27.428861618041992
32,16211,146,0.11982176480803143,0.08396536856889725,39.3975830078125,0.04382507262078447,0.02681984193623066,20.44122886657715,0.07570625525517087,0.057479601353406906,28.685192108154297,0.0619868996633594,0.0503784604370594,21.84495735168457
33,16212,140,0.09655143337165804,0.06358588486909866,46.398921966552734,0.046027365414378005,0.040461570024490356,17.777908325195312,0.07719259773787228,0.05868665501475334,33.214996337890625,0.0586851696347068,0.047628842294216156,22.498401641845703
34,2169,142,0.06267165833376673,0.03156622499227524,42.92348861694336,0.03440761973104189,0.015478812158107758,21.122100830078125,0.05984891349215181,0.04460601508617401,49.39166259765625,0.04625518635367818,0.03743315860629082,28.005847930908203
35,2237,140,0.15671093736902622,0.09056531637907028,64.0114517211914,0.03440059828966186,0.03311808034777641,6.960122108459473,0.06651977227161636,0.052199773490428925,19.19488525390625,0.05468516528463691,0.037128932774066925,14.840680122375488
36,6931,130,0.10349903712828405,0.08469727635383606,60.44493865966797,0.07683294498741967,0.0610940046608448,31.107091903686523,0.09431973003328677,0.06239337846636772,47.36558151245117,0.09435813737483842,0.0605575367808342,44.61175537109375
37,4444,137,0.18433515573152656,0.19524118304252625,24.541545867919922,0.03655973836410335,0.032429590821266174,11.06552505493164,0.06020068157070213,0.041331637650728226,19.447975158691406,0.051001209827483525,0.039011504501104355,16.357593536376953
38,4595,148,0.07455052463180076,0.060075581073760986,18.30362319946289,0.02858134565501647,0.02641967684030533,6.202314853668213,0.06581071596559707,0.04434841498732567,22.56608772277832,0.057377648476995086,0.031178303062915802,20.806978225708008
39,16378,137,0.156557815547858,0.11191285401582718,46.81951904296875,0.06646553796095589,0.046436116099357605,21.995868682861328,0.07502152173007742,0.05856483429670334,31.856948852539062,0.07254671671609388,0.053569063544273376,30.114398956298828
40,9343,143,0.2214882095783272,0.18149885535240173,45.99694061279297,0.0317782728803643,0.02451946958899498,7.510195732116699,0.08829268247433485,0.059001293033361435,32.89073944091797,0.07732687627634251,0.05008026584982872,30.05546760559082
41,11627,139,0.11895715765025411,0.07848615944385529,40.98942565917969,0.03665951634048826,0.03382440656423569,8.420389175415039,0.04876236711629213,0.037927258759737015,25.837366104125977,0.047832960500591236,0.03689972311258316,25.94460105895996
42,2213,140,0.13050779992361003,0.10642892122268677,36.57725143432617,0.07004072171402362,0.06646386533975601,12.615704536437988,0.11970414683733481,0.10494253039360046,31.55904197692871,0.10211149428209003,0.07920783758163452,27.3375301361084
43,9248,146,0.059810370840453715,0.033099427819252014,70.39517974853516,0.02546956865830963,0.021598197519779205,13.722674369812012,0.06559099947511549,0.0372975654900074,58.926300048828125,0.043419441691047736,0.03238562121987343,31.27616310119629
44,11632,143,0.05870637923494749,0.045786358416080475,63.26530838012695,0.041711881770630246,0.03632485121488571,27.85466194152832,0.0519396797747894,0.03183184936642647,43.24617004394531,0.04957221406567687,0.030825568363070488,42.63671875
45,16289,132,0.14568346550625694,0.10067593306303024,52.605918884277344,0.06811094618831921,0.039277590811252594,49.586795806884766,0.12347095815371233,0.06696131080389023,58.838077545166016,0.10859801074642779,0.07072754204273224,59.299537658691406
46,9244,149,0.053648482019402435,0.03707791492342949,22.31658935546875,0.034395563270025624,0.029093055054545403,10.068300247192383,0.07995256853689743,0.058866530656814575,31.300424575805664,0.06873581204162166,0.042515888810157776,26.667964935302734
47,2227,128,0.14563304388924533,0.11413418501615524,66.55413055419922,0.0386291692519143,0.03681674227118492,8.257316589355469,0.07463471657570771,0.06197033450007439,22.200817108154297,0.06074175616347115,0.043443482369184494,19.980195999145508
48,2282,134,0.06427915851008552,0.016312507912516594,50.663448333740234,0.03473011929095342,0.027406862005591393,19.071300506591797,0.05782375973498426,0.0429646298289299,53.03337097167969,0.045224820498216974,0.026111362501978874,42.753173828125
49,2135,132,0.0665092924395021,0.05497162789106369,60.31637191772461,0.029665605988577357,0.026898112148046494,13.731669425964355,0.04530319140900734,0.03185116499662399,39.41661834716797,0.040682853870056865,0.026244064792990685,32.037681579589844
50,13936,133,0.21386024308568052,0.1829354614019394,67.7728042602539,0.05858860737034678,0.04200499877333641,64.06236267089844,0.05735944016446143,0.03717916086316109,45.893836975097656,0.0645363269411273,0.03762071207165718,53.089439392089844
51,6934,143,0.05274682542082204,0.03642047569155693,41.80846405029297,0.04848371321481535,0.03778216242790222,27.790136337280273,0.06574923274299008,0.04310666397213936,53.2546501159668,0.06438730073365495,0.039769917726516724,48.20991134643555
52,16356,124,0.21988914128298104,0.19450652599334717,39.09977722167969,0.0577122617619394,0.04409047216176987,14.868239402770996,0.15229165749591275,0.12339787185192108,32.987548828125,0.13029755066097534,0.09588603675365448,27.756303787231445
53,13894,134,0.08063754018558852,0.07226210832595825,41.87551498413086,0.055776918793894306,0.036522384732961655,23.898962020874023,0.08794071531936526,0.04025975987315178,46.845603942871094,0.08197965009612143,0.041160598397254944,41.90547180175781
54,6809,139,0.053521710346801345,0.041579268872737885,32.081275939941406,0.059349178141833867,0.029758276417851448,36.692630767822266,0.08324073123588793,0.04009867087006569,70.51473999023438,0.082054347810708,0.04001426696777344,67.30693817138672
55,16354,132,0.11828117759814924,0.10744248330593109,27.105897903442383,0.04893523598965079,0.0382746122777462,20.0024356842041,0.1359973016659427,0.12085647881031036,20.77580451965332,0.11584404202018114,0.10676044970750809,21.266189575195312
56,6904,145,0.060069924911914215,0.03883391246199608,41.872501373291016,0.04146911455048442,0.03028206340968609,30.995424270629883,0.063919233791601,0.04225825145840645,45.6929931640625,0.05543499186713187,0.03126726672053337,43.02216720581055
57,2173,148,0.04612655673079445,0.02924978919327259,37.23828125,0.02880557888992124,0.013425602577626705,18.224584579467773,0.06746553686870113,0.03773192688822746,48.174293518066406,0.051821154379554875,0.033062756061553955,35.33598709106445
58,9256,93,0.15010339910113324,0.14391303062438965,54.00495529174805,0.06258520699992924,0.06049082800745964,20.28331184387207,0.12511395985490653,0.11027643084526062,36.56741714477539,0.09334194228212071,0.06647692620754242,27.018983840942383
59,13949,106,0.07408009894115915,0.06113976240158081,37.46610641479492,0.08140929560328634,0.04991971328854561,53.55495071411133,0.1216631327503512,0.04708784818649292,62.29693603515625,0.11680563508600796,0.04045793041586876,60.23503112792969
60,4468,124,0.08868061655457933,0.08161059767007828,54.07004165649414,0.05996635400216474,0.04543517157435417,24.43675994873047,0.06356635163222799,0.05667119100689888,23.086130142211914,0.05566336805001725,0.04790707677602768,20.032556533813477
61,6998,134,0.05886343116085452,0.05500344559550285,23.554973602294922,0.026232388776333555,0.021146340295672417,18.9810848236084,0.07391002512173075,0.03880690038204193,67.93523406982422,0.05653004544229464,0.03364305943250656,48.143104553222656
62,9152,140,0.058889590706273094,0.04394469037652016,22.398395538330078,0.022445341320602302,0.015964172780513763,10.629664421081543,0.09154122266040406,0.06698551774024963,50.657615661621094,0.07150048161011191,0.04039900004863739,33.55320358276367
63,9165,139,0.03747899256378741,0.02626148983836174,33.927467346191406,0.028763184452022434,0.022829163819551468,21.40895652770996,0.07874924538213984,0.03928305208683014,68.82591247558594,0.05304838340633506,0.04347170144319534,32.889625549316406
64,9257,145,0.1130343304601969,0.08894525468349457,43.74765396118164,0.04995412784758673,0.04421566054224968,23.827505111694336,0.13228232570714202,0.09604861587285995,39.57139587402344,0.10368614251574783,0.06901828944683075,30.12894058227539
65,4469,144,0.12483089059063976,0.10780460387468338,34.51837158203125,0.037014934632007834,0.029702486470341682,12.19028091430664,0.07520095031542284,0.06727028638124466,20.11333465576172,0.06702865838711952,0.0654248371720314,16.863876342773438
66,16318,99,0.07339911349018309,0.08145836740732193,27.84130859375,0.04350729670005775,0.04251423850655556,22.34771156311035,0.06377423274473856,0.05809276923537254,29.85883140563965,0.05854076766574908,0.04957001656293869,29.957901000976562
67,13939,139,0.09179691889315145,0.06514456868171692,53.77736282348633,0.0583828822772491,0.04134150221943855,47.3025016784668,0.06360118095208908,0.04839121922850609,35.41609573364258,0.05584555981043767,0.03995492681860924,33.32527160644531
68,9217,138,0.06123629788827995,0.05199188366532326,30.291065216064453,0.044667121774013815,0.022709921002388,23.46761131286621,0.07335619008954399,0.036587249487638474,49.864776611328125,0.06265203630809908,0.030144942924380302,40.233299255371094
69,2153,138,0.10886411759538996,0.1117243841290474,23.76018714904785,0.04300728463374797,0.03806488215923309,13.409011840820312,0.08294686399492589,0.07580988854169846,31.328018188476562,0.05380632416825942,0.04835015907883644,22.749614715576172
70,11598,135,0.06144179129265532,0.030408155173063278,70.08348083496094,0.025852397507889986,0.01732308231294155,29.466445922851562,0.03193426117496237,0.016689006239175797,36.310237884521484,0.031584647950865914,0.017116166651248932,34.99208450317383
71,16335,124,0.12483574022214042,0.1015458032488823,45.973876953125,0.07209831611726847,0.05465035140514374,40.85573959350586,0.1303803683729784,0.10735701769590378,50.91652297973633,0.10677657345895106,0.07143545895814896,46.716209411621094
72,16336,141,0.0887381959764153,0.06788308173418045,33.31251907348633,0.04859350090796104,0.03553706407546997,29.7268123626709,0.14937043441398,0.122667595744133,58.180782318115234,0.11320806175393343,0.08352155238389969,44.94047927856445
73,13999,138,0.09063170487706367,0.03397754952311516,62.938411712646484,0.04068709382568766,0.023411592468619347,30.677385330200195,0.04174291116745349,0.02906433679163456,28.4786319732666,0.04183632627142472,0.027301263064146042,29.727649688720703
74,4509,121,0.14931140837636098,0.13359802961349487,46.589481353759766,0.05818966969162433,0.061807893216609955,7.704380989074707,0.09859685318101884,0.08172495663166046,25.134990692138672,0.09099003216636622,0.0632445365190506,23.728370666503906
75,11627,127,0.07385674409984569,0.06788872927427292,25.87556266784668,0.032495318905127864,0.03251885995268822,8.367452621459961,0.04978078812504842,0.036261916160583496,25.733577728271484,0.04586938063092817,0.0338670052587986,23.876047134399414
76,9350,130,0.04393549363055131,0.023876873776316643,33.84184646606445,0.042824668423393074,0.02750803902745247,34.09101867675781,0.053173437248079096,0.026849379763007164,43.565650939941406,0.04419103541408858,0.02554793283343315,36.62674331665039
77,2164,125,0.10356458483615527,0.05765153467655182,38.988739013671875,0.04141936620409997,0.038360144942998886,9.244860649108887,0.09216721720293171,0.08775093406438828,26.562057495117188,0.07061022080612145,0.05682355538010597,21.802631378173828
78,13855,149,0.09945228778854591,0.07733619958162308,60.46547317504883,0.07184794017501604,0.0668996050953865,22.276378631591797,0.07481483721829724,0.055933188647031784,49.14691162109375,0.06367233284038616,0.05178901553153992,35.53810501098633
79,2243,109,0.12650472229642817,0.06268918514251709,121.56222534179688,0.05892160920927908,0.037697918713092804,33.621883392333984,0.07646030791130552,0.06162915378808975,47.76500701904297,0.07273081392589455,0.06397243589162827,42.05278015136719
80,16260,131,0.1419603339280659,0.1239280104637146,33.31508255004883,0.05573863265909631,0.037469033151865005,32.61913299560547,0.09192083612133825,0.06020909175276756,46.25627517700195,0.07166170845239796,0.051456667482852936,34.853248596191406
81,2160,136,0.10146780183007853,0.09543288499116898,87.42507934570312,0.03644469597539629,0.029277771711349487,13.652758598327637,0.0674118505154031,0.059917598962783813,37.538272857666016,0.06214409388678361,0.050565820187330246,35.659542083740234
82,13828,142,0.10320956952210318,0.07871346920728683,38.357357025146484,0.08968301903741933,0.07882905006408691,26.953685760498047,0.07608943687573419,0.05167539790272713,30.732202529907227,0.07543142579585342,0.055992454290390015,27.77231788635254
83,13877,133,0.15507494436881017,0.0885947123169899,49.56888961791992,0.06841507483347768,0.06010430306196213,25.130407333374023,0.11414026474067177,0.07387092709541321,47.59844207763672,0.08306733388003311,0.061002228409051895,32.922061920166016
84,11611,143,0.06645238553568181,0.05971792712807655,33.564720153808594,0.02703282789036337,0.014662991277873516,27.245567321777344,0.04454772216757007,0.019963381811976433,43.96936798095703,0.040969021870095344,0.021727504208683968,38.00468826293945
85,11708,117,0.052351361683686086,0.03647337853908539,34.62084197998047,0.04158226869171643,0.025137100368738174,31.58721160888672,0.049975553368038196,0.028518173843622208,38.022926330566406,0.046058284155768264,0.027397895231842995,32.42485427856445
86,16345,139,0.16300668890320655,0.14001420140266418,34.81813049316406,0.05284640658211902,0.04361267387866974,17.806875228881836,0.12112954321189874,0.09480920433998108,23.8026065826416,0.1052822341191702,0.07929234951734543,23.010129928588867
87,11546,128,0.05023318256897051,0.03845363110303879,82.19300079345703,0.04237368283633767,0.03103896789252758,50.00910949707031,0.03856651526911343,0.0227904561907053,43.33987045288086,0.04050571009964826,0.024294309318065643,43.38021469116211
88,9241,139,0.08804792961141433,0.056983716785907745,65.41803741455078,0.047712382696815214,0.03638642281293869,25.875761032104492,0.06685325376630849,0.0517876036465168,28.293529510498047,0.06387278647504448,0.04771074652671814,27.52802848815918
89,16178,140,0.04140724705377828,0.0336836576461792,38.586830139160156,0.03347878954312782,0.018959198147058487,43.59758758544922,0.03840817760559729,0.019690796732902527,46.14817810058594,0.039096153958474766,0.020082492381334305,44.968353271484375
90,11613,138,0.05917603777063447,0.030618296936154366,85.82376098632812,0.03796477289105487,0.026633618399500847,54.30895233154297,0.0407698608665256,0.022203024476766586,67.6523208618164,0.03922030854526298,0.02203032560646534,63.53293228149414
91,13858,135,0.11591597871675073,0.07059925049543381,76.21490478515625,0.10183340056061256,0.0681217610836029,53.47859573364258,0.09395773313691207,0.06395001709461212,47.154659271240234,0.09519000972059044,0.061120882630348206,45.95941162109375
92,9154,142,0.0824092457435126,0.07591201364994049,24.502376556396484,0.022187515090973966,0.017516903579235077,7.212222576141357,0.09915227139083424,0.10613132268190384,29.02426528930664,0.06995765333892953,0.057541243731975555,22.59190559387207
93,16341,139,0.07462616937402242,0.06166541203856468,41.770240783691406,0.0694989735536555,0.044901568442583084,46.01664352416992,0.11684784118545848,0.09188167750835419,57.41839599609375,0.10070292972904238,0.07541496306657791,52.189151763916016
94,2138,130,0.1468526660098042,0.10753460228443146,50.99013137817383,0.062428558754193245,0.06125198304653168,11.5250244140625,0.09480733116343018,0.08856768161058426,23.91158103942871,0.08746658833322311,0.07854320108890533,23.002918243408203
95,9155,147,0.09422118964589367,0.09067465364933014,24.565248489379883,0.021935113782360856,0.017814235761761665,7.655412673950195,0.10300933174893682,0.09671565145254135,37.8236083984375,0.06801947575098939,0.04161426052451134,23.129127502441406
96,14013,134,0.05096415377397406,0.023501737043261528,88.46907806396484,0.03511618532901312,0.024921627715229988,46.70972442626953,0.05415929946823084,0.021988913416862488,68.16159057617188,0.05190322581440882,0.024119868874549866,63.26806640625
97,2295,138,0.06410135319407242,0.04601430147886276,69.10562896728516,0.039042635556634474,0.028137389570474625,20.4267635345459,0.05024214033921539,0.03641112148761749,40.24409103393555,0.04408827217199938,0.03690258041024208,34.440704345703125
98,6850,127,0.08350547200966807,0.04579072818160057,68.2119140625,0.1448217126631459,0.039297204464673996,107.56520080566406,0.054179406003829304,0.03404359519481659,42.35505676269531,0.07745823663887243,0.04976195469498634,55.01645278930664
99,16345,107,0.15949273489449411,0.14325498044490814,33.85835266113281,0.040124558102105565,0.03558725491166115,13.851253509521484,0.10963708030827224,0.08045204728841782,25.43975067138672,0.09028518565538422,0.06832289695739746,24.08119010925293
